Batch	m_SP	5	N1a_L	N7a_L	Nphln	Flvln	Azln							
1.111378e-05	0.9863211005100001	0.1	1.111378e-05	0.01353273997	0.1	1.111378e-05	6.986859e-05	0.1	1.111378e-05	2.879084e-06	0.1	1.111378e-05	2.812515e-10	0.1
2.020547e-05	0.9752705260300001	0.1	2.020547e-05	0.02446475014	0.1	2.020547e-05	0.0001268496	0.1	2.020547e-05	5.204863e-06	0.1	2.020547e-05	5.084517e-10	0.1
3.485655e-05	0.9577239234300001	0.1	3.485655e-05	0.04182300951	0.1	3.485655e-05	0.0002173262	0.1	3.485655e-05	8.897821e-06	0.1	3.485655e-05	8.692089e-10	0.1
5.615941e-05	0.9327754550199999	0.1	5.615941e-05	0.06650372177	0.1	5.615941e-05	0.0003459697	0.1	5.615941e-05	1.414863e-05	0.1	5.615941e-05	1.382149e-09	0.1
8.89673e-05	0.8956242948	0.1	8.89673e-05	0.103256087	0.1	8.89673e-05	0.0005375344	0.1	8.89673e-05	2.196767e-05	0.1	8.89673e-05	2.145974e-09	0.1
0.0001434776	0.8371550322099999	0.1	0.0001434776	0.1610977548	0.1	0.0001434776	0.0008390232	0.1	0.0001434776	3.427345e-05	0.1	0.0001434776	3.3481e-09	0.1
0.000208846	0.7720710617500001	0.1	0.000208846	0.22548318979999998	0.1	0.000208846	0.00117462	0.1	0.000208846	4.797141e-05	0.1	0.000208846	4.686223e-09	0.1
0.0002959444	0.6931746988899999	0.1	0.0002959444	0.3035328444	0.1	0.0002959444	0.001581439	0.1	0.0002959444	6.457642e-05	0.1	0.0002959444	6.308331e-09	0.1
0.0003830427	0.62236752401	0.1	0.0003830427	0.3735800004	0.1	0.0003830427	0.001946546	0.1	0.0003830427	7.947892e-05	0.1	0.0003830427	7.764124e-09	0.1
0.000470141	0.55881496693	0.1	0.000470141	0.4364504812	0.1	0.000470141	0.002274247	0.1	0.000470141	9.285458e-05	0.1	0.000470141	9.070762e-09	0.1
0.0005572393	0.50176946387	0.1	0.0005572393	0.4928836006	0.1	0.0005572393	0.002568394	0.1	0.0005572393	0.0001048607	0.1	0.0005572393	1.024361e-08	0.1
0.0006443376	0.45056153467	0.1	0.0006443376	0.5435419831	0.1	0.0006443376	0.002832441	0.1	0.0006443376	0.0001156382	0.1	0.0006443376	1.129645e-08	0.1
0.0007418983	0.39939510353999996	0.1	0.0007418983	0.5941592733000001	0.1	0.0007418983	0.003096274	0.1	0.0007418983	0.000126407	0.1	0.0007418983	1.234843e-08	0.1
0.0008464338	0.35101334306000004	0.1	0.0008464338	0.6420217170000001	0.1	0.0008464338	0.003345748	0.1	0.0008464338	0.0001365897	0.1	0.0008464338	1.334315e-08	0.1
0.0009509694	0.30850223473000005	0.1	0.0009509694	0.6840765601000001	0.1	0.0009509694	0.003564951	0.1	0.0009509694	0.0001455369	0.1	0.0009509694	1.421718e-08	0.1
0.001055505	0.27114709244999996	0.1	0.001055505	0.7210308029	0.1	0.001055505	0.003757567	0.1	0.001055505	0.0001533989	0.1	0.001055505	1.49852e-08	0.1
0.00116004	0.23832093666	0.1	0.00116004	0.7535046164	0.1	0.00116004	0.003926831	0.1	0.00116004	0.0001603077	0.1	0.00116004	1.566011e-08	0.1
0.001264576	0.209473368541	0.1	0.001264576	0.7820426032000001	0.1	0.001264576	0.00407558	0.1	0.001264576	0.0001663791	0.1	0.001264576	1.625321e-08	0.1
0.001369112	0.18412104780500002	0.1	0.001369112	0.8071227772	0.1	0.001369112	0.004206305	0.1	0.001369112	0.0001717149	0.1	0.001369112	1.677445e-08	0.1
0.001473647	0.16183977350599998	0.1	0.001473647	0.8291648921	0.1	0.001473647	0.004321196	0.1	0.001473647	0.0001764043	0.1	0.001473647	1.723256e-08	0.1
0.001578183	0.14225696628	0.1	0.001578183	0.8485374988	0.1	0.001578183	0.004422172	0.1	0.001578183	0.0001805258	0.1	0.001578183	1.763518e-08	0.1
0.001682718	0.12504525403	0.1	0.001682718	0.8655644719000001	0.1	0.001682718	0.004510922	0.1	0.001682718	0.0001841483	0.1	0.001682718	1.798905e-08	0.1
0.001787254	0.10991725832600001	0.1	0.001787254	0.8805300551	0.1	0.001787254	0.004588927	0.1	0.001787254	0.0001873322	0.1	0.001787254	1.830008e-08	0.1
0.001891789	0.096620413297	0.1	0.001891789	0.8936842666	0.1	0.001891789	0.004657491	0.1	0.001891789	0.0001901308	0.1	0.001891789	1.857346e-08	0.1
0.001996325	0.084932825599	0.1	0.001996325	0.9052464231	0.1	0.001996325	0.004717756	0.1	0.001996325	0.0001925906	0.1	0.001996325	1.881376e-08	0.1
0.00210086	0.07465958501799999	0.1	0.00210086	0.9154093839999999	0.1	0.00210086	0.004770729	0.1	0.00210086	0.0001947528	0.1	0.00210086	1.902498e-08	0.1
0.002205396	0.06562940763200001	0.1	0.002205396	0.9243425942999999	0.1	0.002205396	0.004817292	0.1	0.002205396	0.0001966533	0.1	0.002205396	1.921064e-08	0.1
0.002309931	0.057691778251	0.1	0.002309931	0.9321950878	0.1	0.002309931	0.004858221	0.1	0.002309931	0.0001983239	0.1	0.002309931	1.937384e-08	0.1
0.002414467	0.050714444636	0.1	0.002414467	0.9390975497	0.1	0.002414467	0.004894199	0.1	0.002414467	0.0001997924	0.1	0.002414467	1.951729e-08	0.1
0.002519002	0.044581162686	0.1	0.002519002	0.9451649889	0.1	0.002519002	0.004925824	0.1	0.002519002	0.0002010833	0.1	0.002519002	1.964339e-08	0.1
0.002623538	0.03918978129400001	0.1	0.002623538	0.9504985096999999	0.1	0.002623538	0.004953624	0.1	0.002623538	0.000202218	0.1	0.002623538	1.975424e-08	0.1
0.002728074	0.03445051865899999	0.1	0.002728074	0.9551868339999999	0.1	0.002728074	0.004978062	0.1	0.002728074	0.0002032154	0.1	0.002728074	1.985168e-08	0.1
0.002832609	0.030284478556000003	0.1	0.002832609	0.9593082323000001	0.1	0.002832609	0.004999543	0.1	0.002832609	0.0002040922	0.1	0.002832609	1.993733e-08	0.1
0.002937145	0.026622297371	0.1	0.002937145	0.9629310556999999	0.1	0.002937145	0.005018427	0.1	0.002937145	0.000204863	0.1	0.002937145	2.001262e-08	0.1
0.00304168	0.023403031246999998	0.1	0.00304168	0.9661158263	0.1	0.00304168	0.005035026	0.1	0.00304168	0.0002055406	0.1	0.00304168	2.007881e-08	0.1
0.003146216	0.020573093787099997	0.1	0.003146216	0.9689153690000001	0.1	0.003146216	0.005049619	0.1	0.003146216	0.0002061362	0.1	0.003146216	2.013699e-08	0.1
0.003250751	0.0180853838538	0.1	0.003250751	0.971376362	0.1	0.003250751	0.005062446	0.1	0.003250751	0.0002066597	0.1	0.003250751	2.018814e-08	0.1
0.003355287	0.015898523785799996	0.1	0.003355287	0.973539787	0.1	0.003355287	0.005073722	0.1	0.003355287	0.00020712	0.1	0.003355287	2.02331e-08	0.1
0.003459822	0.0139761077032	0.1	0.003459822	0.975441562	0.1	0.003459822	0.005083635	0.1	0.003459822	0.0002075246	0.1	0.003459822	2.027263e-08	0.1
0.003564358	0.0122861601565	0.1	0.003564358	0.977113279	0.1	0.003564358	0.005092349	0.1	0.003564358	0.0002078803	0.1	0.003564358	2.030737e-08	0.1
0.003668893	0.0108005747912	0.1	0.003668893	0.978582928	0.1	0.003668893	0.005100009	0.1	0.003668893	0.0002081929	0.1	0.003668893	2.033792e-08	0.1
