Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
7.173233e-09	0.9845437	0.1	7.173233e-09	0.003587562	0.1	7.173233e-09	0.002928188	0.1	7.173233e-09	0.001212397	0.1
1.479239e-08	0.9685148	0.1	1.479239e-08	0.007308042	0.1	1.479239e-08	0.005964865	0.1	1.479239e-08	0.002469714	0.1
2.749099e-08	0.9426516	0.1	2.749099e-08	0.01331114	0.1	2.749099e-08	0.01086462	0.1	2.749099e-08	0.004498428	0.1
4.83415e-08	0.9023558	0.1	4.83415e-08	0.02266421	0.1	4.83415e-08	0.01849866	0.1	4.83415e-08	0.00765925	0.1
7.850343e-08	0.8484118	0.1	7.850343e-08	0.03518515	0.1	7.850343e-08	0.02871831	0.1	7.850343e-08	0.01189063	0.1
1.268712e-07	0.7712383	0.1	1.268712e-07	0.05309791	0.1	1.268712e-07	0.04333881	0.1	1.268712e-07	0.01794416	0.1
1.858244e-07	0.6901125	0.1	1.858244e-07	0.07192801	0.1	1.858244e-07	0.05870804	0.1	1.858244e-07	0.02430769	0.1
2.728632e-07	0.5907499	0.1	2.728632e-07	0.09499108	0.1	2.728632e-07	0.07753224	0.1	2.728632e-07	0.03210173	0.1
3.59902e-07	0.5100106	0.1	3.59902e-07	0.1137315	0.1	3.59902e-07	0.09282826	0.1	3.59902e-07	0.03843495	0.1
4.469409e-07	0.4433819	0.1	4.469409e-07	0.1291967	0.1	4.469409e-07	0.105451	0.1	4.469409e-07	0.04366133	0.1
5.339797e-07	0.3876925	0.1	5.339797e-07	0.1421228	0.1	5.339797e-07	0.1160014	0.1	5.339797e-07	0.04802963	0.1
6.281742e-07	0.3371098	0.1	6.281742e-07	0.1538635	0.1	6.281742e-07	0.1255842	0.1	6.281742e-07	0.05199735	0.1
7.33102e-07	0.2901079	0.1	7.33102e-07	0.1647731	0.1	7.33102e-07	0.1344887	0.1	7.33102e-07	0.0556842	0.1
8.380298e-07	0.2508888	0.1	8.380298e-07	0.1738763	0.1	8.380298e-07	0.1419188	0.1	8.380298e-07	0.05876055	0.1
9.429576e-07	0.2178671	0.1	9.429576e-07	0.1815409	0.1	9.429576e-07	0.1481747	0.1	9.429576e-07	0.06135079	0.1
1.047885e-06	0.1898513	0.1	1.047885e-06	0.1880437	0.1	1.047885e-06	0.1534823	0.1	1.047885e-06	0.06354836	0.1
1.152813e-06	0.165929	0.1	1.152813e-06	0.1935963	0.1	1.152813e-06	0.1580144	0.1	1.152813e-06	0.06542484	0.1
1.257741e-06	0.1453893	0.1	1.257741e-06	0.1983638	0.1	1.257741e-06	0.1619056	0.1	1.257741e-06	0.06703598	0.1
1.362669e-06	0.1276705	0.1	1.362669e-06	0.2024765	0.1	1.362669e-06	0.1652624	0.1	1.362669e-06	0.06842584	0.1
1.467597e-06	0.112323	0.1	1.467597e-06	0.2060388	0.1	1.467597e-06	0.16817	0.1	1.467597e-06	0.06962971	0.1
1.572525e-06	0.09898229	0.1	1.572525e-06	0.2091353	0.1	1.572525e-06	0.1706974	0.1	1.572525e-06	0.07067616	0.1
1.677452e-06	0.08735052	0.1	1.677452e-06	0.2118352	0.1	1.677452e-06	0.172901	0.1	1.677452e-06	0.07158856	0.1
1.78238e-06	0.07718165	0.1	1.78238e-06	0.2141955	0.1	1.78238e-06	0.1748275	0.1	1.78238e-06	0.07238621	0.1
1.887308e-06	0.06827091	0.1	1.887308e-06	0.2162637	0.1	1.887308e-06	0.1765156	0.1	1.887308e-06	0.07308517	0.1
1.992236e-06	0.06044665	0.1	1.992236e-06	0.2180798	0.1	1.992236e-06	0.177998	0.1	1.992236e-06	0.07369891	0.1
2.097164e-06	0.05356407	0.1	2.097164e-06	0.2196773	0.1	2.097164e-06	0.1793019	0.1	2.097164e-06	0.07423878	0.1
2.202091e-06	0.04750025	0.1	2.202091e-06	0.2210848	0.1	2.202091e-06	0.1804506	0.1	2.202091e-06	0.07471443	0.1
2.307019e-06	0.04215036	0.1	2.307019e-06	0.2223266	0.1	2.307019e-06	0.1814642	0.1	2.307019e-06	0.07513408	0.1
2.411947e-06	0.03742455	0.1	2.411947e-06	0.2234235	0.1	2.411947e-06	0.1823595	0.1	2.411947e-06	0.07550477	0.1
2.516875e-06	0.03324549	0.1	2.516875e-06	0.2243935	0.1	2.516875e-06	0.1831512	0.1	2.516875e-06	0.07583258	0.1
2.621803e-06	0.02954639	0.1	2.621803e-06	0.2252521	0.1	2.621803e-06	0.183852	0.1	2.621803e-06	0.07612274	0.1
2.726731e-06	0.02626933	0.1	2.726731e-06	0.2260127	0.1	2.726731e-06	0.1844728	0.1	2.726731e-06	0.07637979	0.1
2.831658e-06	0.02336398	0.1	2.831658e-06	0.2266871	0.1	2.831658e-06	0.1850232	0.1	2.831658e-06	0.07660769	0.1
2.936586e-06	0.02078647	0.1	2.936586e-06	0.2272853	0.1	2.936586e-06	0.1855116	0.1	2.936586e-06	0.07680987	0.1
3.041514e-06	0.01849846	0.1	3.041514e-06	0.2278164	0.1	3.041514e-06	0.185945	0.1	3.041514e-06	0.07698934	0.1
3.146442e-06	0.01646635	0.1	3.146442e-06	0.2282881	0.1	3.146442e-06	0.18633	0.1	3.146442e-06	0.07714874	0.1
3.25137e-06	0.01466068	0.1	3.25137e-06	0.2287072	0.1	3.25137e-06	0.1866721	0.1	3.25137e-06	0.07729038	0.1
3.356297e-06	0.01305557	0.1	3.356297e-06	0.2290798	0.1	3.356297e-06	0.1869762	0.1	3.356297e-06	0.07741628	0.1
3.469653e-06	0.01152066	0.1	3.469653e-06	0.229436	0.1	3.469653e-06	0.187267	0.1	3.469653e-06	0.07753668	0.1
3.595649e-06	0.01002747	0.1	3.595649e-06	0.2297826	0.1	3.595649e-06	0.1875498	0.1	3.595649e-06	0.07765381	0.1
