Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
1.255422e-09	0.9899545	0.1	1.255422e-09	0.001455875	0.1	1.255422e-09	0.00121384	0.1	1.255422e-09	0.002085107	0.1
1.848161e-09	0.9852517	0.1	1.848161e-09	0.002170346	0.1	1.848161e-09	0.001781449	0.1	1.848161e-09	0.003061133	0.1
2.480888e-09	0.980262	0.1	2.480888e-09	0.002946307	0.1	2.480888e-09	0.002383352	0.1	2.480888e-09	0.004096672	0.1
3.113615e-09	0.9753045	0.1	3.113615e-09	0.003732454	0.1	3.113615e-09	0.002981073	0.1	3.113615e-09	0.00512548	0.1
3.746342e-09	0.9703799	0.1	3.746342e-09	0.00452583	0.1	3.746342e-09	0.00357458	0.1	3.746342e-09	0.006147415	0.1
4.379069e-09	0.9654888	0.1	4.379069e-09	0.005324019	0.1	4.379069e-09	0.004163857	0.1	4.379069e-09	0.007162377	0.1
5.011795e-09	0.9606315	0.1	5.011795e-09	0.006125057	0.1	5.011795e-09	0.004748899	0.1	5.011795e-09	0.008170299	0.1
5.644522e-09	0.9558081	0.1	5.644522e-09	0.006927345	0.1	5.644522e-09	0.005329711	0.1	5.644522e-09	0.009171145	0.1
6.355804e-09	0.9504267	0.1	6.355804e-09	0.007829124	0.1	6.355804e-09	0.005977602	0.1	6.355804e-09	0.01028778	0.1
7.119457e-09	0.944697	0.1	7.119457e-09	0.008795558	0.1	7.119457e-09	0.006667298	0.1	7.119457e-09	0.01147666	0.1
7.88311e-09	0.9390169	0.1	7.88311e-09	0.009758795	0.1	7.88311e-09	0.007350932	0.1	7.88311e-09	0.01265525	0.1
8.646763e-09	0.933386	0.1	8.646763e-09	0.01071774	0.1	8.646763e-09	0.008028556	0.1	8.646763e-09	0.0138236	0.1
9.410416e-09	0.9278041	0.1	9.410416e-09	0.01167154	0.1	9.410416e-09	0.008700226	0.1	9.410416e-09	0.01498178	0.1
1.032725e-08	0.9211666	0.1	1.032725e-08	0.01280897	0.1	1.032725e-08	0.009498848	0.1	1.032725e-08	0.01635897	0.1
1.124408e-08	0.9145984	0.1	1.124408e-08	0.01393727	0.1	1.124408e-08	0.01028909	0.1	1.124408e-08	0.01772178	0.1
1.216092e-08	0.9080985	0.1	1.216092e-08	0.01505587	0.1	1.216092e-08	0.01107105	0.1	1.216092e-08	0.0190704	0.1
1.307775e-08	0.9016662	0.1	1.307775e-08	0.01616437	0.1	1.307775e-08	0.01184487	0.1	1.307775e-08	0.020405	0.1
1.418332e-08	0.8939983	0.1	1.418332e-08	0.01748731	0.1	1.418332e-08	0.0127673	0.1	1.418332e-08	0.02199596	0.1
1.52889e-08	0.8864258	0.1	1.52889e-08	0.01879499	0.1	1.52889e-08	0.01367823	0.1	1.52889e-08	0.02356714	0.1
1.639447e-08	0.8789469	0.1	1.639447e-08	0.02008733	0.1	1.639447e-08	0.01457788	0.1	1.639447e-08	0.02511887	0.1
