Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
4.483131e-08	0.9856313	0.1	4.483131e-08	0.003570013	0.1	4.483131e-08	0.003321664	0.1	4.483131e-08	0.0002926967	0.1
9.350689e-08	0.9703774	0.1	9.350689e-08	0.00735993	0.1	9.350689e-08	0.006847935	0.1	9.350689e-08	0.0006034229	0.1
1.746329e-07	0.9457257	0.1	1.746329e-07	0.01348481	0.1	1.746329e-07	0.01254673	0.1	1.746329e-07	0.001105587	0.1
3.125067e-07	0.9059128	0.1	3.125067e-07	0.0233766	0.1	3.125067e-07	0.0217504	0.1	3.125067e-07	0.001916591	0.1
5.150257e-07	0.851769	0.1	5.150257e-07	0.03682901	0.1	5.150257e-07	0.03426699	0.1	5.150257e-07	0.003019521	0.1
8.417721e-07	0.773871	0.1	8.417721e-07	0.05618329	0.1	8.417721e-07	0.05227489	0.1	8.417721e-07	0.004606332	0.1
1.240563e-06	0.6919558	0.1	1.240563e-06	0.07653567	0.1	1.240563e-06	0.07121145	0.1	1.240563e-06	0.006274974	0.1
1.834987e-06	0.5908937	0.1	1.834987e-06	0.1016452	0.1	1.834987e-06	0.09457426	0.1	1.834987e-06	0.008333647	0.1
2.429411e-06	0.5090327	0.1	2.429411e-06	0.1219841	0.1	2.429411e-06	0.1134983	0.1	2.429411e-06	0.01000118	0.1
3.023836e-06	0.441661	0.1	3.023836e-06	0.1387231	0.1	3.023836e-06	0.1290728	0.1	3.023836e-06	0.01137357	0.1
3.61826e-06	0.3854839	0.1	3.61826e-06	0.1526807	0.1	3.61826e-06	0.1420594	0.1	3.61826e-06	0.01251792	0.1
4.23699e-06	0.3363524	0.1	4.23699e-06	0.1648877	0.1	4.23699e-06	0.1534173	0.1	4.23699e-06	0.01351875	0.1
4.952944e-06	0.2888775	0.1	4.952944e-06	0.1766832	0.1	4.952944e-06	0.1643922	0.1	4.952944e-06	0.01448583	0.1
5.668898e-06	0.2493539	0.1	5.668898e-06	0.1865031	0.1	5.668898e-06	0.173529	0.1	5.668898e-06	0.01529094	0.1
6.384852e-06	0.2161446	0.1	6.384852e-06	0.1947542	0.1	6.384852e-06	0.1812061	0.1	6.384852e-06	0.01596742	0.1
7.100806e-06	0.1880238	0.1	7.100806e-06	0.201741	0.1	7.100806e-06	0.1877068	0.1	7.100806e-06	0.01654026	0.1
7.81676e-06	0.1640552	0.1	7.81676e-06	0.2076962	0.1	7.81676e-06	0.1932477	0.1	7.81676e-06	0.01702851	0.1
8.532714e-06	0.143511	0.1	8.532714e-06	0.2128005	0.1	8.532714e-06	0.197997	0.1	8.532714e-06	0.017447	0.1
9.248668e-06	0.1258176	0.1	9.248668e-06	0.2171965	0.1	9.248668e-06	0.2020872	0.1	9.248668e-06	0.01780742	0.1
9.964622e-06	0.1105165	0.1	9.964622e-06	0.2209982	0.1	9.964622e-06	0.2056244	0.1	9.964622e-06	0.01811911	0.1
1.068058e-05	0.09723686	0.1	1.068058e-05	0.2242976	0.1	1.068058e-05	0.2086943	0.1	1.068058e-05	0.01838962	0.1
1.139653e-05	0.08567603	0.1	1.139653e-05	0.22717	0.1	1.139653e-05	0.2113669	0.1	1.139653e-05	0.01862512	0.1
1.211248e-05	0.07558439	0.1	1.211248e-05	0.2296773	0.1	1.211248e-05	0.2136998	0.1	1.211248e-05	0.01883069	0.1
1.282844e-05	0.06675452	0.1	1.282844e-05	0.2318712	0.1	1.282844e-05	0.215741	0.1	1.282844e-05	0.01901056	0.1
1.354439e-05	0.05901276	0.1	1.354439e-05	0.2337947	0.1	1.354439e-05	0.2175307	0.1	1.354439e-05	0.01916826	0.1
1.426035e-05	0.05221279	0.1	1.426035e-05	0.2354842	0.1	1.426035e-05	0.2191027	0.1	1.426035e-05	0.01930678	0.1
