Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
31.62749	0.9875575	0.1	31.62749	0.002640141	0.1	31.62749	0.003577931	0.1	31.62749	3.049187e-06	0.1
59.47808	0.9767918	0.1	59.47808	0.004924607	0.1	59.47808	0.006673697	0.1	59.47808	5.687466e-06	0.1
107.222	0.9587398	0.1	107.222	0.008755206	0.1	107.222	0.01186469	0.1	107.222	1.011134e-05	0.1
186.7951	0.9297379	0.1	186.7951	0.01490933	0.1	186.7951	0.02020437	0.1	186.7951	1.72186e-05	0.1
345.9414	0.8754984	0.1	345.9414	0.02641885	0.1	345.9414	0.03580136	0.1	345.9414	3.051068e-05	0.1
578.2643	0.8042852	0.1	578.2643	0.04153013	0.1	578.2643	0.05627923	0.1	578.2643	4.796236e-05	0.1
894.12	0.7201821	0.1	894.12	0.05937663	0.1	894.12	0.08046369	0.1	894.12	6.857287e-05	0.1
1348.969	0.619465	0.1	1348.969	0.08074857	0.1	1348.969	0.1094256	0.1	1348.969	9.325484e-05	0.1
1803.817	0.5372321	0.1	1803.817	0.09819821	0.1	1803.817	0.1330723	0.1	1803.817	0.000113407	0.1
2277.65	0.4664892	0.1	2277.65	0.1132097	0.1	2277.65	0.1534149	0.1	2277.65	0.0001307434	0.1
2827.421	0.3989994	0.1	2827.421	0.1275309	0.1	2827.421	0.1728221	0.1	2827.421	0.0001472827	0.1
3377.191	0.3435612	0.1	3377.191	0.1392947	0.1	3377.191	0.1887637	0.1	3377.191	0.0001608685	0.1
3926.961	0.2974636	0.1	3926.961	0.1490766	0.1	3926.961	0.2020194	0.1	3926.961	0.0001721653	0.1
4476.732	0.2587423	0.1	4476.732	0.1572931	0.1	4476.732	0.213154	0.1	4476.732	0.0001816544	0.1
5026.502	0.2259392	0.1	5026.502	0.1642539	0.1	5026.502	0.2225868	0.1	5026.502	0.0001896932	0.1
5576.272	0.1979488	0.1	5576.272	0.1701934	0.1	5576.272	0.2306357	0.1	5576.272	0.0001965526	0.1
6126.043	0.1739179	0.1	6126.043	0.1752927	0.1	6126.043	0.2375459	0.1	6126.043	0.0002024417	0.1
6675.813	0.1531774	0.1	6675.813	0.1796938	0.1	6675.813	0.24351	0.1	6675.813	0.0002075244	0.1
7225.584	0.1351951	0.1	7225.584	0.1835096	0.1	7225.584	0.2486809	0.1	7225.584	0.0002119312	0.1
7775.354	0.1195427	0.1	7775.354	0.186831	0.1	7775.354	0.2531819	0.1	7775.354	0.000215767	0.1
8325.124	0.1058715	0.1	8325.124	0.189732	0.1	8325.124	0.2571131	0.1	8325.124	0.0002191173	0.1
8874.895	0.09389491	0.1	8874.895	0.1922734	0.1	8874.895	0.2605571	0.1	8874.895	0.0002220523	0.1
9424.665	0.08337528	0.1	9424.665	0.1945056	0.1	9424.665	0.2635821	0.1	9424.665	0.0002246303	0.1
9974.435	0.07411409	0.1	9974.435	0.1964708	0.1	9974.435	0.2662452	0.1	9974.435	0.0002268998	0.1
10524.21	0.06594424	0.1	10524.21	0.1982045	0.1	10524.21	0.2685945	0.1	10524.21	0.000228902	0.1
11140.06	0.05791436	0.1	11140.06	0.1999084	0.1	11140.06	0.2709036	0.1	11140.06	0.0002308698	0.1
11799.97	0.05044321	0.1	11799.97	0.2014937	0.1	11799.97	0.273052	0.1	11799.97	0.0002327007	0.1
12459.88	0.04397592	0.1	12459.88	0.2028661	0.1	12459.88	0.2749117	0.1	12459.88	0.0002342856	0.1
13119.79	0.03836808	0.1	13119.79	0.204056	0.1	13119.79	0.2765242	0.1	13119.79	0.0002356598	0.1
13779.7	0.03349831	0.1	13779.7	0.2050894	0.1	13779.7	0.2779246	0.1	13779.7	0.0002368532	0.1
14439.61	0.02926404	0.1	14439.61	0.2059879	0.1	14439.61	0.2791422	0.1	14439.61	0.0002378909	0.1
15099.52	0.02557824	0.1	15099.52	0.20677	0.1	15099.52	0.2802021	0.1	15099.52	0.0002387942	0.1
15759.43	0.02236675	0.1	15759.43	0.2074515	0.1	15759.43	0.2811255	0.1	15759.43	0.0002395812	0.1
16419.34	0.01956617	0.1	16419.34	0.2080458	0.1	16419.34	0.2819309	0.1	16419.34	0.0002402675	0.1
17079.25	0.01712214	0.1	17079.25	0.2085644	0.1	17079.25	0.2826337	0.1	17079.25	0.0002408664	0.1
17739.16	0.01498787	0.1	17739.16	0.2090173	0.1	17739.16	0.2832474	0.1	17739.16	0.0002413895	0.1
18399.07	0.01312308	0.1	18399.07	0.209413	0.1	18399.07	0.2837836	0.1	18399.07	0.0002418464	0.1
19058.98	0.01149293	0.1	19058.98	0.2097589	0.1	19058.98	0.2842524	0.1	19058.98	0.0002422459	0.1
19718.89	0.01006729	0.1	19718.89	0.2100614	0.1	19718.89	0.2846623	0.1	19718.89	0.0002425953	0.1
