Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
39.86101	0.9830473	0.1	39.86101	0.003652195	0.1	39.86101	0.004801311	0.1	39.86101	2.273353e-05	0.1
75.51706	0.9682446	0.1	75.51706	0.00684132	0.1	75.51706	0.008993701	0.1	75.51706	4.258391e-05	0.1
137.9151	0.9431278	0.1	137.9151	0.01225252	0.1	137.9151	0.01610721	0.1	137.9151	7.626539e-05	0.1
244.8833	0.9022653	0.1	244.8833	0.021056	0.1	244.8833	0.02768017	0.1	244.8833	0.0001310617	0.1
423.1636	0.8397333	0.1	423.1636	0.034528	0.1	423.1636	0.04539032	0.1	423.1636	0.0002149168	0.1
679.1155	0.7604418	0.1	679.1155	0.0516107	0.1	679.1155	0.06784707	0.1	679.1155	0.0003212463	0.1
1013.956	0.6719734	0.1	1013.956	0.07067049	0.1	1013.956	0.09290287	0.1	1013.956	0.000439882	0.1
1438.003	0.5793373	0.1	1438.003	0.09062816	0.1	1438.003	0.119139	0.1	1438.003	0.0005641065	0.1
1862.049	0.5033161	0.1	1862.049	0.1070063	0.1	1862.049	0.1406695	0.1	1862.049	0.0006660506	0.1
2321.167	0.4352969	0.1	2321.167	0.1216605	0.1	2321.167	0.1599338	0.1	2321.167	0.0007572639	0.1
2832.889	0.372927	0.1	2832.889	0.1350975	0.1	2832.889	0.177598	0.1	2832.889	0.0008409017	0.1
3344.612	0.3214952	0.1	3344.612	0.1461781	0.1	3344.612	0.1921644	0.1	3344.612	0.0009098714	0.1
3856.335	0.2785959	0.1	3856.335	0.1554204	0.1	3856.335	0.2043142	0.1	3856.335	0.0009673992	0.1
4368.057	0.2424713	0.1	4368.057	0.1632031	0.1	4368.057	0.2145453	0.1	4368.057	0.001015842	0.1
4879.78	0.2118068	0.1	4879.78	0.1698096	0.1	4879.78	0.2232301	0.1	4879.78	0.001056963	0.1
5391.503	0.1855996	0.1	5391.503	0.1754557	0.1	5391.503	0.2306524	0.1	5391.503	0.001092107	0.1
5903.225	0.1630714	0.1	5903.225	0.1803092	0.1	5903.225	0.2370328	0.1	5903.225	0.001122317	0.1
6414.948	0.143609	0.1	6414.948	0.1845022	0.1	6414.948	0.2425449	0.1	6414.948	0.001148416	0.1
6926.671	0.1267224	0.1	6926.671	0.1881403	0.1	6926.671	0.2473274	0.1	6926.671	0.001171061	0.1
7438.394	0.112016	0.1	7438.394	0.1913086	0.1	7438.394	0.2514925	0.1	7438.394	0.001190782	0.1
7950.116	0.09916653	0.1	7950.116	0.194077	0.1	7950.116	0.2551317	0.1	7950.116	0.001208013	0.1
8461.839	0.08790755	0.1	8461.839	0.1965026	0.1	8461.839	0.2583205	0.1	8461.839	0.001223111	0.1
8973.562	0.07801759	0.1	8973.562	0.1986333	0.1	8973.562	0.2611215	0.1	8973.562	0.001236374	0.1
9485.284	0.06931119	0.1	9485.284	0.2005091	0.1	9485.284	0.2635873	0.1	9485.284	0.001248049	0.1
9997.007	0.06163192	0.1	9997.007	0.2021635	0.1	9997.007	0.2657622	0.1	9997.007	0.001258347	0.1
10508.73	0.05484712	0.1	10508.73	0.2036252	0.1	10508.73	0.2676838	0.1	10508.73	0.001267445	0.1
11020.45	0.04884358	0.1	11020.45	0.2049186	0.1	11020.45	0.2693841	0.1	11020.45	0.001275496	0.1
11532.18	0.04352431	0.1	11532.18	0.2060646	0.1	11532.18	0.2708906	0.1	11532.18	0.001282629	0.1
12043.9	0.03880576	0.1	12043.9	0.2070812	0.1	12043.9	0.272227	0.1	12043.9	0.001288956	0.1
12658.13	0.03383426	0.1	12658.13	0.2081523	0.1	12658.13	0.273635	0.1	12658.13	0.001295623	0.1
13272.36	0.02951776	0.1	13272.36	0.2090822	0.1	13272.36	0.2748575	0.1	13272.36	0.001301412	0.1
13886.59	0.02576568	0.1	13886.59	0.2098906	0.1	13886.59	0.2759201	0.1	13886.59	0.001306443	0.1
14500.82	0.02250096	0.1	14500.82	0.2105939	0.1	14500.82	0.2768448	0.1	14500.82	0.001310821	0.1
15115.05	0.01965783	0.1	15115.05	0.2112065	0.1	15115.05	0.27765	0.1	15115.05	0.001314634	0.1
15729.28	0.01717998	0.1	15729.28	0.2117403	0.1	15729.28	0.2783518	0.1	15729.28	0.001317957	0.1
16343.51	0.01501907	0.1	16343.51	0.2122058	0.1	16343.51	0.2789638	0.1	16343.51	0.001320854	0.1
16957.73	0.01313346	0.1	16957.73	0.2126121	0.1	16957.73	0.2794978	0.1	16957.73	0.001323383	0.1
17571.96	0.01148727	0.1	17571.96	0.2129667	0.1	17571.96	0.279964	0.1	17571.96	0.00132559	0.1
18186.19	0.01004947	0.1	18186.19	0.2132765	0.1	18186.19	0.2803712	0.1	18186.19	0.001327519	0.1
