Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
0.001031556	0.9897274	0.1	0.001031556	0.002433717	0.1	0.001031556	0.002596623	0.1	0.001031556	0.0001001074	0.1
0.00194061	0.9808037	0.1	0.00194061	0.004553298	0.1	0.00194061	0.00485197	0.1	0.00194061	0.0001870614	0.1
0.0034557	0.9661959	0.1	0.0034557	0.008022988	0.1	0.0034557	0.008543905	0.1	0.0034557	0.0003294024	0.1
0.00648588	0.9379366	0.1	0.00648588	0.01473525	0.1	0.00648588	0.0156861	0.1	0.00648588	0.0006047669	0.1
0.01194021	0.8900684	0.1	0.01194021	0.0261051	0.1	0.01194021	0.02778423	0.1	0.01194021	0.001071205	0.1
0.0214436	0.8148351	0.1	0.0214436	0.04397479	0.1	0.0214436	0.04679854	0.1	0.0214436	0.001804294	0.1
0.03324235	0.7336174	0.1	0.03324235	0.06326592	0.1	0.03324235	0.06732532	0.1	0.03324235	0.002595695	0.1
0.05292786	0.6217003	0.1	0.05292786	0.08984889	0.1	0.05292786	0.09561101	0.1	0.05292786	0.003686238	0.1
0.07261337	0.5320972	0.1	0.07261337	0.1111318	0.1	0.07261337	0.1182571	0.1	0.07261337	0.00455935	0.1
0.09229887	0.4590639	0.1	0.09229887	0.1284789	0.1	0.09229887	0.1367154	0.1	0.09229887	0.005271002	0.1
0.1119844	0.3986632	0.1	0.1119844	0.1428255	0.1	0.1119844	0.151981	0.1	0.1119844	0.005859559	0.1
0.1316699	0.3481057	0.1	0.1316699	0.1548341	0.1	0.1316699	0.1647588	0.1	0.1316699	0.006352201	0.1
0.1521431	0.3037887	0.1	0.1521431	0.1653605	0.1	0.1521431	0.1759593	0.1	0.1521431	0.006784035	0.1
0.1757674	0.260961	0.1	0.1757674	0.1755331	0.1	0.1757674	0.1867835	0.1	0.1757674	0.007201357	0.1
0.1993917	0.225214	0.1	0.1993917	0.1840238	0.1	0.1993917	0.1958182	0.1	0.1993917	0.007549683	0.1
0.2230159	0.1951214	0.1	0.2230159	0.1911715	0.1	0.2230159	0.2034237	0.1	0.2230159	0.007842912	0.1
0.2466402	0.1696064	0.1	0.2466402	0.197232	0.1	0.2466402	0.2098723	0.1	0.2466402	0.008091536	0.1
0.2702644	0.1478405	0.1	0.2702644	0.2024019	0.1	0.2702644	0.2153734	0.1	0.2702644	0.008303626	0.1
0.2938887	0.1291764	0.1	0.2938887	0.206835	0.1	0.2938887	0.2200905	0.1	0.2938887	0.008485493	0.1
0.3175129	0.1131007	0.1	0.3175129	0.2106534	0.1	0.3175129	0.2241534	0.1	0.3175129	0.008642138	0.1
0.3411372	0.0992014	0.1	0.3411372	0.2139548	0.1	0.3411372	0.2276663	0.1	0.3411372	0.008777576	0.1
0.3647614	0.08714393	0.1	0.3647614	0.2168188	0.1	0.3647614	0.2307137	0.1	0.3647614	0.008895066	0.1
0.3883857	0.07665418	0.1	0.3883857	0.2193103	0.1	0.3883857	0.2333649	0.1	0.3883857	0.008997281	0.1
0.41201	0.06750553	0.1	0.41201	0.2214833	0.1	0.41201	0.2356771	0.1	0.41201	0.009086427	0.1
0.4356342	0.05950911	0.1	0.4356342	0.2233827	0.1	0.4356342	0.2376981	0.1	0.4356342	0.009164346	0.1
0.4592585	0.05250651	0.1	0.4592585	0.225046	0.1	0.4592585	0.2394679	0.1	0.4592585	0.009232581	0.1
0.4828827	0.04636398	0.1	0.4828827	0.226505	0.1	0.4828827	0.2410203	0.1	0.4828827	0.009292435	0.1
0.506507	0.04096801	0.1	0.506507	0.2277866	0.1	0.506507	0.2423841	0.1	0.506507	0.009345014	0.1
0.5301312	0.03622178	0.1	0.5301312	0.228914	0.1	0.5301312	0.2435837	0.1	0.5301312	0.009391262	0.1
0.5537555	0.03204234	0.1	0.5537555	0.2299067	0.1	0.5537555	0.24464	0.1	0.5537555	0.009431988	0.1
0.5773798	0.02835833	0.1	0.5773798	0.2307817	0.1	0.5773798	0.245571	0.1	0.5773798	0.009467885	0.1
0.601004	0.0251082	0.1	0.601004	0.2315537	0.1	0.601004	0.2463925	0.1	0.601004	0.009499555	0.1
0.6246283	0.02223861	0.1	0.6246283	0.2322353	0.1	0.6246283	0.2471177	0.1	0.6246283	0.009527517	0.1
0.6482525	0.01970329	0.1	0.6482525	0.2328375	0.1	0.6482525	0.2477585	0.1	0.6482525	0.009552222	0.1
0.6718768	0.01746195	0.1	0.6718768	0.2333699	0.1	0.6718768	0.248325	0.1	0.6718768	0.009574062	0.1
0.695501	0.01547944	0.1	0.695501	0.2338408	0.1	0.695501	0.248826	0.1	0.695501	0.00959338	0.1
0.7191253	0.01372505	0.1	0.7191253	0.2342575	0.1	0.7191253	0.2492694	0.1	0.7191253	0.009610475	0.1
0.7427495	0.01217188	0.1	0.7427495	0.2346264	0.1	0.7427495	0.249662	0.1	0.7427495	0.009625609	0.1
0.7663738	0.01079634	0.1	0.7663738	0.2349531	0.1	0.7663738	0.2500096	0.1	0.7663738	0.009639013	0.1
