Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
0.0174592	0.988763	0.1	0.0174592	0.002606746	0.1	0.0174592	0.002949065	0.1	0.0174592	6.06832e-05	0.1
0.03238696	0.979304	0.1	0.03238696	0.004802837	0.1	0.03238696	0.005431378	0.1	0.03238696	0.0001117626	0.1
0.05851054	0.9630732	0.1	0.05851054	0.008571171	0.1	0.05851054	0.00969085	0.1	0.05851054	0.0001994113	0.1
0.1032938	0.9361665	0.1	0.1032938	0.01481812	0.1	0.1032938	0.01675198	0.1	0.1032938	0.0003447108	0.1
0.1779326	0.8937357	0.1	0.1779326	0.02466934	0.1	0.1779326	0.02788714	0.1	0.1779326	0.0005738428	0.1
0.3272102	0.816936	0.1	0.3272102	0.04250001	0.1	0.3272102	0.04804173	0.1	0.3272102	0.000988571	0.1
0.5050962	0.7373154	0.1	0.5050962	0.06098564	0.1	0.5050962	0.06893664	0.1	0.5050962	0.001418533	0.1
0.7196749	0.6552135	0.1	0.7196749	0.08004733	0.1	0.7196749	0.09048268	0.1	0.7196749	0.001861894	0.1
1.004736	0.5646218	0.1	1.004736	0.1010801	0.1	1.004736	0.1142567	0.1	1.004736	0.002351101	0.1
1.289797	0.4902655	0.1	1.289797	0.1183435	0.1	1.289797	0.1337701	0.1	1.289797	0.002752634	0.1
1.586491	0.4260802	0.1	1.586491	0.1332455	0.1	1.586491	0.1506143	0.1	1.586491	0.003099243	0.1
1.929716	0.36478	0.1	1.929716	0.1474776	0.1	1.929716	0.1667013	0.1	1.929716	0.003430272	0.1
2.272941	0.3142425	0.1	2.272941	0.159211	0.1	2.272941	0.179964	0.1	2.272941	0.003703182	0.1
2.616166	0.2721024	0.1	2.616166	0.1689947	0.1	2.616166	0.1910228	0.1	2.616166	0.003930743	0.1
2.959391	0.2366309	0.1	2.959391	0.1772302	0.1	2.959391	0.2003316	0.1	2.959391	0.004122294	0.1
3.302616	0.2065342	0.1	3.302616	0.1842177	0.1	3.302616	0.2082299	0.1	3.302616	0.00428482	0.1
3.645841	0.1808252	0.1	3.645841	0.1901866	0.1	3.645841	0.2149767	0.1	3.645841	0.004423652	0.1
3.989066	0.1587374	0.1	3.989066	0.1953148	0.1	3.989066	0.2207732	0.1	3.989066	0.004542929	0.1
4.332291	0.1396668	0.1	4.332291	0.1997424	0.1	4.332291	0.225778	0.1	4.332291	0.004645913	0.1
4.675516	0.1231308	0.1	4.675516	0.2035816	0.1	4.675516	0.2301175	0.1	4.675516	0.00473521	0.1
5.018741	0.1087394	0.1	5.018741	0.2069229	0.1	5.018741	0.2338943	0.1	5.018741	0.004812925	0.1
5.361966	0.09617405	0.1	5.361966	0.2098402	0.1	5.361966	0.2371918	0.1	5.361966	0.00488078	0.1
5.705191	0.08517224	0.1	5.705191	0.2123945	0.1	5.705191	0.240079	0.1	5.705191	0.004940191	0.1
6.048416	0.07551568	0.1	6.048416	0.2146365	0.1	6.048416	0.2426132	0.1	6.048416	0.004992337	0.1
6.391641	0.06702158	0.1	6.391641	0.2166086	0.1	6.391641	0.2448423	0.1	6.391641	0.005038207	0.1
6.734866	0.05953578	0.1	6.734866	0.2183465	0.1	6.734866	0.2468068	0.1	6.734866	0.005078631	0.1
7.078091	0.05292757	0.1	7.078091	0.2198808	0.1	7.078091	0.248541	0.1	7.078091	0.005114316	0.1
7.421316	0.04708544	0.1	7.421316	0.2212372	0.1	7.421316	0.2500742	0.1	7.421316	0.005145864	0.1
7.764541	0.04191383	0.1	7.764541	0.2224379	0.1	7.764541	0.2514313	0.1	7.764541	0.005173792	0.1
8.107766	0.03733049	0.1	8.107766	0.223502	0.1	8.107766	0.2526342	0.1	8.107766	0.005198542	0.1
8.450991	0.03326435	0.1	8.450991	0.224446	0.1	8.450991	0.2537012	0.1	8.450991	0.0052205	0.1
8.794217	0.02965376	0.1	8.794217	0.2252843	0.1	8.794217	0.2546488	0.1	8.794217	0.005239998	0.1
9.137442	0.02644511	0.1	9.137442	0.2260293	0.1	9.137442	0.2554908	0.1	9.137442	0.005257325	0.1
9.521865	0.02327096	0.1	9.521865	0.2267662	0.1	9.521865	0.2563238	0.1	9.521865	0.005274466	0.1
9.933753	0.02029991	0.1	9.933753	0.227456	0.1	9.933753	0.2571035	0.1	9.933753	0.00529051	0.1
10.34564	0.01771475	0.1	10.34564	0.2280562	0.1	10.34564	0.2577819	0.1	10.34564	0.00530447	0.1
10.75753	0.01546379	0.1	10.75753	0.2285788	0.1	10.75753	0.2583727	0.1	10.75753	0.005316625	0.1
11.16942	0.01350265	0.1	11.16942	0.2290341	0.1	11.16942	0.2588873	0.1	11.16942	0.005327216	0.1
11.58131	0.01179312	0.1	11.58131	0.229431	0.1	11.58131	0.2593359	0.1	11.58131	0.005336448	0.1
11.99319	0.01030222	0.1	11.99319	0.2297772	0.1	11.99319	0.2597272	0.1	11.99319	0.005344499	0.1
