Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
9.971903e-05	0.9879075	0.1	9.971903e-05	0.002856599	0.1	9.971903e-05	0.00279234	0.1	9.971903e-05	0.0003824796	0.1
0.0001709403	0.979402	0.1	0.0001709403	0.004876921	0.1	0.0001709403	0.004755907	0.1	0.0001709403	0.0006514643	0.1
0.0003133829	0.9627161	0.1	0.0003133829	0.008840368	0.1	0.0003133829	0.008608015	0.1	0.0003133829	0.001179156	0.1
0.0005589218	0.9349311	0.1	0.0005589218	0.01544017	0.1	0.0005589218	0.01502242	0.1	0.0005589218	0.002057851	0.1
0.0009499369	0.8930768	0.1	0.0009499369	0.02538189	0.1	0.0009499369	0.02468485	0.1	0.0009499369	0.003381486	0.1
0.001517944	0.8370217	0.1	0.001517944	0.03869672	0.1	0.001517944	0.03762565	0.1	0.001517944	0.005154216	0.1
0.002557693	0.7468717	0.1	0.002557693	0.06011017	0.1	0.002557693	0.05843756	0.1	0.002557693	0.008005193	0.1
0.003806902	0.6558412	0.1	0.003806902	0.0817328	0.1	0.003806902	0.07945277	0.1	0.003806902	0.01088402	0.1
0.0053703	0.5623404	0.1	0.0053703	0.1039422	0.1	0.0053703	0.1010382	0.1	0.0053703	0.01384097	0.1
0.006933698	0.4860828	0.1	0.006933698	0.1220557	0.1	0.006933698	0.118643	0.1	0.006933698	0.0162526	0.1
0.008497096	0.422966	0.1	0.008497096	0.137048	0.1	0.008497096	0.133214	0.1	0.008497096	0.01824865	0.1
0.01006049	0.3700858	0.1	0.01006049	0.1496087	0.1	0.01006049	0.1454219	0.1	0.01006049	0.01992098	0.1
0.01181683	0.3202862	0.1	0.01181683	0.1614376	0.1	0.01181683	0.1569186	0.1	0.01181683	0.02149589	0.1
0.01370178	0.2757636	0.1	0.01370178	0.1720132	0.1	0.01370178	0.167197	0.1	0.01370178	0.02290391	0.1
0.01558674	0.2385483	0.1	0.01558674	0.180853	0.1	0.01558674	0.1757885	0.1	0.01558674	0.02408083	0.1
0.01747169	0.2071709	0.1	0.01747169	0.1883061	0.1	0.01747169	0.1830322	0.1	0.01747169	0.02507314	0.1
0.01935665	0.1805223	0.1	0.01935665	0.194636	0.1	0.01935665	0.1891843	0.1	0.01935665	0.02591589	0.1
0.0212416	0.1577495	0.1	0.0212416	0.2000452	0.1	0.0212416	0.1944416	0.1	0.0212416	0.02663608	0.1
0.02312656	0.1381857	0.1	0.02312656	0.2046922	0.1	0.02312656	0.1989581	0.1	0.02312656	0.02725478	0.1
0.02501151	0.1213025	0.1	0.02501151	0.2087025	0.1	0.02501151	0.2028557	0.1	0.02501151	0.02778871	0.1
0.02689647	0.1066753	0.1	0.02689647	0.2121769	0.1	0.02689647	0.2062325	0.1	0.02689647	0.02825129	0.1
0.02878143	0.09395972	0.1	0.02878143	0.2151973	0.1	0.02878143	0.209168	0.1	0.02878143	0.02865342	0.1
0.03066638	0.08287334	0.1	0.03066638	0.2178307	0.1	0.03066638	0.2117274	0.1	0.03066638	0.02900402	0.1
0.03255134	0.07318256	0.1	0.03255134	0.2201325	0.1	0.03255134	0.2139646	0.1	0.03255134	0.02931049	0.1
0.03443629	0.06469267	0.1	0.03443629	0.2221491	0.1	0.03443629	0.2159246	0.1	0.03443629	0.02957898	0.1
0.03632125	0.05724023	0.1	0.03632125	0.2239193	0.1	0.03632125	0.217645	0.1	0.03632125	0.02981467	0.1
0.0382062	0.05068716	0.1	0.0382062	0.2254759	0.1	0.0382062	0.2191579	0.1	0.0382062	0.03002191	0.1
0.04009116	0.04491618	0.1	0.04009116	0.2268467	0.1	0.04009116	0.2204902	0.1	0.04009116	0.03020441	0.1
0.04197611	0.03982716	0.1	0.04197611	0.2280555	0.1	0.04197611	0.221665	0.1	0.04197611	0.03036535	0.1
0.04386107	0.03533423	0.1	0.04386107	0.2291227	0.1	0.04386107	0.2227022	0.1	0.04386107	0.03050744	0.1
0.04574602	0.03136344	0.1	0.04574602	0.2300659	0.1	0.04574602	0.2236189	0.1	0.04574602	0.03063302	0.1
0.04763098	0.02785088	0.1	0.04763098	0.2309002	0.1	0.04763098	0.2244298	0.1	0.04763098	0.0307441	0.1
0.04951594	0.02474115	0.1	0.04951594	0.2316389	0.1	0.04951594	0.2251477	0.1	0.04951594	0.03084244	0.1
0.05140089	0.02198607	0.1	0.05140089	0.2322933	0.1	0.05140089	0.2257838	0.1	0.05140089	0.03092957	0.1
0.05328585	0.01954363	0.1	0.05328585	0.2328734	0.1	0.05328585	0.2263476	0.1	0.05328585	0.03100681	0.1
0.0551708	0.01737714	0.1	0.0551708	0.2333881	0.1	0.0551708	0.2268478	0.1	0.0551708	0.03107533	0.1
0.05705576	0.01545446	0.1	0.05705576	0.2338448	0.1	0.05705576	0.2272917	0.1	0.05705576	0.03113613	0.1
0.05894071	0.01374738	0.1	0.05894071	0.2342502	0.1	0.05894071	0.2276857	0.1	0.05894071	0.03119012	0.1
0.06082567	0.01223114	0.1	0.06082567	0.2346104	0.1	0.06082567	0.2280358	0.1	0.06082567	0.03123807	0.1
0.06271062	0.01088392	0.1	0.06271062	0.2349304	0.1	0.06271062	0.2283468	0.1	0.06271062	0.03128068	0.1
