Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
3.766006e-10	0.9878275	0.1	3.766006e-10	0.002272552	0.1	3.766006e-10	0.001615788	0.1	3.766006e-10	0.00219792	0.1
8.929941e-10	0.9714938	0.1	8.929941e-10	0.005321971	0.1	8.929941e-10	0.00378393	0.1	8.929941e-10	0.005147193	0.1
1.925781e-09	0.9400122	0.1	1.925781e-09	0.01119943	0.1	1.925781e-09	0.007962816	0.1	1.925781e-09	0.01083164	0.1
3.311204e-09	0.9001051	0.1	3.311204e-09	0.0186499	0.1	3.311204e-09	0.01326011	0.1	3.311204e-09	0.01803742	0.1
5.228352e-09	0.8488736	0.1	5.228352e-09	0.02821459	0.1	5.228352e-09	0.02006062	0.1	5.228352e-09	0.02728801	0.1
8.151923e-09	0.7785714	0.1	8.151923e-09	0.04133968	0.1	8.151923e-09	0.02939258	0.1	8.151923e-09	0.03998205	0.1
1.214156e-08	0.6954126	0.1	1.214156e-08	0.05686503	0.1	1.214156e-08	0.04043113	0.1	1.214156e-08	0.05499754	0.1
1.758848e-08	0.6007821	0.1	1.758848e-08	0.0745321	0.1	1.758848e-08	0.05299245	0.1	1.758848e-08	0.07208442	0.1
2.339972e-08	0.5182966	0.1	2.339972e-08	0.08993175	0.1	2.339972e-08	0.06394162	0.1	2.339972e-08	0.08697833	0.1
2.921096e-08	0.450322	0.1	2.921096e-08	0.1026223	0.1	2.921096e-08	0.07296461	0.1	2.921096e-08	0.09925209	0.1
3.50222e-08	0.3935732	0.1	3.50222e-08	0.113217	0.1	3.50222e-08	0.08049749	0.1	3.50222e-08	0.1094989	0.1
4.130125e-08	0.3421538	0.1	4.130125e-08	0.1228168	0.1	4.130125e-08	0.08732293	0.1	4.130125e-08	0.1187834	0.1
4.8282e-08	0.2944902	0.1	4.8282e-08	0.1317154	0.1	4.8282e-08	0.09364983	0.1	4.8282e-08	0.1273897	0.1
5.526275e-08	0.2547265	0.1	5.526275e-08	0.1391391	0.1	5.526275e-08	0.09892809	0.1	5.526275e-08	0.1345696	0.1
6.22435e-08	0.2212495	0.1	6.22435e-08	0.145389	0.1	6.22435e-08	0.1033718	0.1	6.22435e-08	0.1406144	0.1
6.922425e-08	0.1928485	0.1	6.922425e-08	0.1506914	0.1	6.922425e-08	0.1071418	0.1	6.922425e-08	0.1457426	0.1
7.6205e-08	0.1685964	0.1	7.6205e-08	0.1552191	0.1	7.6205e-08	0.110361	0.1	7.6205e-08	0.1501216	0.1
8.318576e-08	0.1477721	0.1	8.318576e-08	0.1591069	0.1	8.318576e-08	0.1131253	0.1	8.318576e-08	0.1538817	0.1
9.016651e-08	0.1298056	0.1	9.016651e-08	0.1624612	0.1	9.016651e-08	0.1155102	0.1	9.016651e-08	0.1571258	0.1
9.714726e-08	0.1142409	0.1	9.714726e-08	0.165367	0.1	9.714726e-08	0.1175762	0.1	9.714726e-08	0.1599363	0.1
1.04128e-07	0.100709	0.1	1.04128e-07	0.1678934	0.1	1.04128e-07	0.1193725	0.1	1.04128e-07	0.1623797	0.1
1.111088e-07	0.08890775	0.1	1.111088e-07	0.1700966	0.1	1.111088e-07	0.120939	0.1	1.111088e-07	0.1645105	0.1
1.180895e-07	0.07858816	0.1	1.180895e-07	0.1720232	0.1	1.180895e-07	0.1223088	0.1	1.180895e-07	0.1663739	0.1
1.250703e-07	0.06954287	0.1	1.250703e-07	0.173712	0.1	1.250703e-07	0.1235095	0.1	1.250703e-07	0.1680071	0.1
1.32051e-07	0.06159813	0.1	1.32051e-07	0.1751952	0.1	1.32051e-07	0.1245641	0.1	1.32051e-07	0.1694417	0.1
1.390318e-07	0.05460735	0.1	1.390318e-07	0.1765003	0.1	1.390318e-07	0.125492	0.1	1.390318e-07	0.1707039	0.1
1.460125e-07	0.04844616	0.1	1.460125e-07	0.1776506	0.1	1.460125e-07	0.1263099	0.1	1.460125e-07	0.1718164	0.1
1.529933e-07	0.04300847	0.1	1.529933e-07	0.1786658	0.1	1.529933e-07	0.1270317	0.1	1.529933e-07	0.1727983	0.1
1.59974e-07	0.03820336	0.1	1.59974e-07	0.1795629	0.1	1.59974e-07	0.1276695	0.1	1.59974e-07	0.1736659	0.1
1.669548e-07	0.03395257	0.1	1.669548e-07	0.1803565	0.1	1.669548e-07	0.1282338	0.1	1.669548e-07	0.1744335	0.1
1.739355e-07	0.03018851	0.1	1.739355e-07	0.1810592	0.1	1.739355e-07	0.1287334	0.1	1.739355e-07	0.1751131	0.1
1.809163e-07	0.02685258	0.1	1.809163e-07	0.181682	0.1	1.809163e-07	0.1291762	0.1	1.809163e-07	0.1757155	0.1
