Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
3.055363e-06	0.9893796	0.1	3.055363e-06	0.002522416	0.1	3.055363e-06	0.002421066	0.1	3.055363e-06	0.0003079366	0.1
3.384876e-06	0.9882422	0.1	3.384876e-06	0.002799164	0.1	3.384876e-06	0.002680049	0.1	3.384876e-06	0.0003408935	0.1
3.768152e-06	0.9869216	0.1	3.768152e-06	0.003120524	0.1	3.768152e-06	0.00298073	0.1	3.768152e-06	0.0003791566	0.1
4.18436e-06	0.9854906	0.1	4.18436e-06	0.003468805	0.1	4.18436e-06	0.003306566	0.1	4.18436e-06	0.000420621	0.1
4.649966e-06	0.9838934	0.1	4.649966e-06	0.003857546	0.1	4.649966e-06	0.003670236	0.1	4.649966e-06	0.0004669001	0.1
5.212009e-06	0.9819705	0.1	5.212009e-06	0.004325563	0.1	5.212009e-06	0.004108059	0.1	5.212009e-06	0.0005226155	0.1
5.857081e-06	0.9797704	0.1	5.857081e-06	0.004861039	0.1	5.857081e-06	0.004608984	0.1	5.857081e-06	0.0005863611	0.1
6.60192e-06	0.9772393	0.1	6.60192e-06	0.005477107	0.1	6.60192e-06	0.005185298	0.1	6.60192e-06	0.0006597003	0.1
7.524415e-06	0.974118	0.1	7.524415e-06	0.006236826	0.1	7.524415e-06	0.005895994	0.1	7.524415e-06	0.0007501404	0.1
8.751418e-06	0.9699893	0.1	8.751418e-06	0.007241721	0.1	8.751418e-06	0.006836043	0.1	8.751418e-06	0.0008697671	0.1
1.042188e-05	0.9644103	0.1	1.042188e-05	0.00859962	0.1	1.042188e-05	0.008106318	0.1	1.042188e-05	0.001031417	0.1
1.308765e-05	0.9556058	0.1	1.308765e-05	0.01074259	0.1	1.308765e-05	0.010111	0.1	1.308765e-05	0.001286524	0.1
1.841918e-05	0.938352	0.1	1.841918e-05	0.01494211	0.1	1.841918e-05	0.01403953	0.1	1.841918e-05	0.001786452	0.1
2.730506e-05	0.9106054	0.1	2.730506e-05	0.02169549	0.1	2.730506e-05	0.02035712	0.1	2.730506e-05	0.002590401	0.1
4.137888e-05	0.8690748	0.1	4.137888e-05	0.03180386	0.1	4.137888e-05	0.02981321	0.1	4.137888e-05	0.003793743	0.1
6.127348e-05	0.8149436	0.1	6.127348e-05	0.04497914	0.1	6.127348e-05	0.04213829	0.1	6.127348e-05	0.00536218	0.1
9.292121e-05	0.7383906	0.1	9.292121e-05	0.06361179	0.1	9.292121e-05	0.05956859	0.1	9.292121e-05	0.007580285	0.1
0.0001314342	0.6583478	0.1	0.0001314342	0.08309386	0.1	0.0001314342	0.0777935	0.1	0.0001314342	0.009899509	0.1
0.0001869014	0.5628927	0.1	0.0001869014	0.1063272	0.1	0.0001869014	0.09952761	0.1	0.0001869014	0.0126653	0.1
0.0002423686	0.4853285	0.1	0.0002423686	0.125206	0.1	0.0002423686	0.1171881	0.1	0.0002423686	0.0149127	0.1
0.0002978358	0.4213339	0.1	0.0002978358	0.140782	0.1	0.0002978358	0.131759	0.1	0.0002978358	0.01676693	0.1
0.000353303	0.3678676	0.1	0.000353303	0.1537954	0.1	0.000353303	0.1439327	0.1	0.000353303	0.0183161	0.1
0.0004087702	0.3227267	0.1	0.0004087702	0.1647825	0.1	0.0004087702	0.1542108	0.1	0.0004087702	0.01962405	0.1
0.0004755255	0.2771535	0.1	0.0004755255	0.1758748	0.1	0.0004755255	0.1645874	0.1	0.0004755255	0.02094452	0.1
0.0005422808	0.2391797	0.1	0.0005422808	0.1851175	0.1	0.0005422808	0.1732336	0.1	0.0005422808	0.02204481	0.1
0.0006090361	0.2072531	0.1	0.0006090361	0.1928883	0.1	0.0006090361	0.1805029	0.1	0.0006090361	0.02296987	0.1
0.0006757914	0.1802081	0.1	0.0006757914	0.1994709	0.1	0.0006757914	0.1866608	0.1	0.0006757914	0.02375349	0.1
0.0007425467	0.1571517	0.1	0.0007425467	0.2050827	0.1	0.0007425467	0.1919105	0.1	0.0007425467	0.02442155	0.1
0.000809302	0.1373886	0.1	0.000809302	0.209893	0.1	0.000809302	0.1964104	0.1	0.000809302	0.02499418	0.1
0.0008760573	0.1203695	0.1	0.0008760573	0.2140353	0.1	0.0008760573	0.2002854	0.1	0.0008760573	0.02548731	0.1
0.0009428126	0.1056545	0.1	0.0009428126	0.2176169	0.1	0.0009428126	0.2036359	0.1	0.0009428126	0.02591367	0.1
0.001009568	0.09288749	0.1	0.001009568	0.2207243	0.1	0.001009568	0.2065428	0.1	0.001009568	0.02628359	0.1
0.001076323	0.08177736	0.1	0.001076323	0.2234285	0.1	0.001076323	0.2090725	0.1	0.001076323	0.0266055	0.1
0.001143079	0.07208375	0.1	0.001143079	0.2257879	0.1	0.001143079	0.2112796	0.1	0.001143079	0.02688637	0.1
0.001209834	0.06360676	0.1	0.001209834	0.2278511	0.1	0.001209834	0.2132097	0.1	0.001209834	0.02713199	0.1
0.001276589	0.0561789	0.1	0.001276589	0.229659	0.1	0.001276589	0.2149009	0.1	0.001276589	0.02734721	0.1
0.001343344	0.04965896	0.1	0.001343344	0.231246	0.1	0.001343344	0.2163855	0.1	0.001343344	0.02753613	0.1
0.0014101	0.04392717	0.1	0.0014101	0.2326411	0.1	0.0014101	0.2176905	0.1	0.0014101	0.0277022	0.1
0.001476855	0.03888147	0.1	0.001476855	0.2338692	0.1	0.001476855	0.2188394	0.1	0.001476855	0.0278484	0.1
0.00154361	0.03443447	0.1	0.00154361	0.2349515	0.1	0.00154361	0.2198519	0.1	0.00154361	0.02797725	0.1
0.001610366	0.03051102	0.1	0.001610366	0.2359065	0.1	0.001610366	0.2207452	0.1	0.001610366	0.02809093	0.1
0.001677121	0.0270463	0.1	0.001677121	0.2367498	0.1	0.001677121	0.2215341	0.1	0.001677121	0.02819132	0.1
0.001743876	0.02398418	0.1	0.001743876	0.2374951	0.1	0.001743876	0.2222313	0.1	0.001743876	0.02828005	0.1
0.001810632	0.02127593	0.1	0.001810632	0.2381543	0.1	0.001810632	0.222848	0.1	0.001810632	0.02835852	0.1
0.001877387	0.01887912	0.1	0.001877387	0.2387376	0.1	0.001877387	0.2233937	0.1	0.001877387	0.02842796	0.1
0.001944142	0.01675676	0.1	0.001944142	0.2392542	0.1	0.001944142	0.2238769	0.1	0.001944142	0.02848946	0.1
0.002010898	0.01487647	0.1	0.002010898	0.2397119	0.1	0.002010898	0.2243051	0.1	0.002010898	0.02854394	0.1
0.002077653	0.01320992	0.1	0.002077653	0.2401175	0.1	0.002077653	0.2246845	0.1	0.002077653	0.02859223	0.1
0.002144408	0.01173222	0.1	0.002144408	0.2404772	0.1	0.002144408	0.225021	0.1	0.002144408	0.02863504	0.1
0.002211163	0.01042152	0.1	0.002211163	0.2407962	0.1	0.002211163	0.2253194	0.1	0.002211163	0.02867302	0.1
