Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
40.97139	0.9826011	0.1	40.97139	0.003743501	0.1	40.97139	0.004934223	0.1	40.97139	2.161712e-05	0.1
77.62067	0.9674184	0.1	77.62067	0.007010268	0.1	77.62067	0.009239924	0.1	77.62067	4.048065e-05	0.1
141.7569	0.9416776	0.1	141.7569	0.01254877	0.1	141.7569	0.01653984	0.1	141.7569	7.2462e-05	0.1
251.7048	0.8998558	0.1	251.7048	0.02154733	0.1	251.7048	0.02840022	0.1	251.7048	0.000124423	0.1
434.9512	0.8359904	0.1	434.9512	0.03528889	0.1	434.9512	0.04651202	0.1	434.9512	0.0002037719	0.1
693.994	0.7563983	0.1	693.994	0.05241427	0.1	693.994	0.06908381	0.1	693.994	0.0003026603	0.1
1030.863	0.6681852	0.1	1030.863	0.0713946	0.1	1030.863	0.09410046	0.1	1030.863	0.0004122597	0.1
1456.049	0.5761247	0.1	1456.049	0.09120273	0.1	1456.049	0.1202082	0.1	1456.049	0.0005266393	0.1
1881.234	0.5005539	0.1	1881.234	0.1074629	0.1	1881.234	0.1416396	0.1	1881.234	0.0006205314	0.1
2341.567	0.4329242	0.1	2341.567	0.1220144	0.1	2341.567	0.1608189	0.1	2341.567	0.0007045572	0.1
2854.62	0.3709013	0.1	2854.62	0.1353595	0.1	2854.62	0.1784082	0.1	2854.62	0.0007816169	0.1
3367.674	0.3197469	0.1	3367.674	0.1463661	0.1	3367.674	0.1929152	0.1	3367.674	0.0008451731	0.1
3880.727	0.2770735	0.1	3880.727	0.1555479	0.1	3880.727	0.2050171	0.1	3880.727	0.0008981921	0.1
4393.781	0.241136	0.1	4393.781	0.1632804	0.1	4393.781	0.2152088	0.1	4393.781	0.0009428424	0.1
4906.834	0.2106284	0.1	4906.834	0.1698445	0.1	4906.834	0.2238605	0.1	4906.834	0.0009807461	0.1
5419.888	0.1845545	0.1	5419.888	0.1754547	0.1	5419.888	0.2312549	0.1	5419.888	0.001013141	0.1
5932.941	0.1621406	0.1	5932.941	0.1802774	0.1	5932.941	0.2376113	0.1	5932.941	0.001040989	0.1
6445.995	0.142777	0.1	6445.995	0.1844437	0.1	6445.995	0.2431027	0.1	6445.995	0.001065047	0.1
6959.048	0.1259765	0.1	6959.048	0.1880586	0.1	6959.048	0.2478672	0.1	6959.048	0.001085921	0.1
7472.102	0.1113455	0.1	7472.102	0.1912067	0.1	7472.102	0.2520165	0.1	7472.102	0.001104099	0.1
7985.155	0.09856255	0.1	7985.155	0.1939571	0.1	7985.155	0.2556416	0.1	7985.155	0.001119981	0.1
8498.209	0.08736249	0.1	8498.209	0.196367	0.1	8498.209	0.2588179	0.1	8498.209	0.001133897	0.1
9011.262	0.07752495	0.1	9011.262	0.1984836	0.1	9011.262	0.2616078	0.1	9011.262	0.001146119	0.1
9524.316	0.06886533	0.1	9524.316	0.2003469	0.1	9524.316	0.2640636	0.1	9524.316	0.001156878	0.1
10037.37	0.06122797	0.1	10037.37	0.2019902	0.1	10037.37	0.2662295	0.1	10037.37	0.001166367	0.1
10550.42	0.05448078	0.1	10550.42	0.2034419	0.1	10550.42	0.2681429	0.1	10550.42	0.00117475	0.1
11063.48	0.04851111	0.1	11063.48	0.2047264	0.1	11063.48	0.2698359	0.1	11063.48	0.001182167	0.1
11576.53	0.04322236	0.1	11576.53	0.2058643	0.1	11576.53	0.2713357	0.1	11576.53	0.001188738	0.1
12089.58	0.0385314	0.1	12089.58	0.2068737	0.1	12089.58	0.2726661	0.1	12089.58	0.001194566	0.1
12643.8	0.03405299	0.1	12643.8	0.2078373	0.1	12643.8	0.2739361	0.1	12643.8	0.00120013	0.1
13259.76	0.02970105	0.1	13259.76	0.2087736	0.1	13259.76	0.2751703	0.1	13259.76	0.001205537	0.1
13875.73	0.02591923	0.1	13875.73	0.2095874	0.1	13875.73	0.2762428	0.1	13875.73	0.001210236	0.1
14491.69	0.02262952	0.1	14491.69	0.2102952	0.1	14491.69	0.2771757	0.1	14491.69	0.001214323	0.1
15107.66	0.0197654	0.1	15107.66	0.2109114	0.1	15107.66	0.277988	0.1	15107.66	0.001217882	0.1
15723.62	0.01726989	0.1	15723.62	0.2114484	0.1	15723.62	0.2786957	0.1	15723.62	0.001220982	0.1
16339.58	0.01509413	0.1	16339.58	0.2119165	0.1	16339.58	0.2793127	0.1	16339.58	0.001223686	0.1
16955.55	0.01319603	0.1	16955.55	0.2123249	0.1	16955.55	0.279851	0.1	16955.55	0.001226044	0.1
17571.51	0.01153934	0.1	17571.51	0.2126814	0.1	17571.51	0.2803208	0.1	17571.51	0.001228102	0.1
18187.48	0.0100927	0.1	18187.48	0.2129927	0.1	18187.48	0.2807311	0.1	18187.48	0.0012299	0.1
