Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
5520.171	0.9847222	0.1	5520.171	0.003115791	0.1	5520.171	0.004520072	0.1	5520.171	3.005491e-06	0.1
10460.71	0.9713429	0.1	10460.71	0.005844424	0.1	10460.71	0.008478471	0.1	10460.71	5.637515e-06	0.1
19106.66	0.948573	0.1	19106.66	0.01048821	0.1	19106.66	0.01521516	0.1	19106.66	1.011688e-05	0.1
33928.29	0.9113431	0.1	33928.29	0.01808103	0.1	33928.29	0.02622998	0.1	33928.29	1.744087e-05	0.1
58631.0	0.8539163	0.1	58631.0	0.02979286	0.1	58631.0	0.04322021	0.1	58631.0	2.873804e-05	0.1
96381.74	0.7758598	0.1	96381.74	0.04571203	0.1	96381.74	0.06631397	0.1	96381.74	4.409357e-05	0.1
146937.8	0.6864593	0.1	146937.8	0.06394472	0.1	146937.8	0.09276395	0.1	146937.8	6.168072e-05	0.1
211808.9	0.5916134	0.1	211808.9	0.08328796	0.1	211808.9	0.120825	0.1	211808.9	8.033909e-05	0.1
276680.0	0.5138651	0.1	276680.0	0.09914426	0.1	276680.0	0.1438276	0.1	276680.0	9.563399e-05	0.1
346937.9	0.4443439	0.1	346937.9	0.1133227	0.1	346937.9	0.1643961	0.1	346937.9	0.0001093104	0.1
425275.8	0.3806266	0.1	425275.8	0.1263174	0.1	425275.8	0.1832474	0.1	425275.8	0.0001218451	0.1
503613.7	0.3281219	0.1	503613.7	0.1370255	0.1	503613.7	0.1987814	0.1	503613.7	0.000132174	0.1
581951.7	0.2843514	0.1	581951.7	0.1459522	0.1	581951.7	0.2117313	0.1	581951.7	0.0001407846	0.1
660289.6	0.247508	0.1	660289.6	0.1534662	0.1	660289.6	0.2226318	0.1	660289.6	0.0001480326	0.1
738627.5	0.2162421	0.1	738627.5	0.1598427	0.1	738627.5	0.2318821	0.1	738627.5	0.0001541833	0.1
816965.4	0.1895258	0.1	816965.4	0.1652913	0.1	816965.4	0.2397863	0.1	816965.4	0.000159439	0.1
895303.4	0.1665624	0.1	895303.4	0.1699746	0.1	895303.4	0.2465803	0.1	895303.4	0.0001639565	0.1
973641.3	0.1467244	0.1	973641.3	0.1740204	0.1	973641.3	0.2524496	0.1	973641.3	0.0001678591	0.1
1051979.0	0.1295115	0.1	1051979.0	0.1775309	0.1	1051979.0	0.2575422	0.1	1051979.0	0.0001712452	0.1
1130317.0	0.1145195	0.1	1130317.0	0.1805884	0.1	1130317.0	0.2619777	0.1	1130317.0	0.0001741945	0.1
1208655.0	0.1014189	0.1	1208655.0	0.1832602	0.1	1208655.0	0.2658536	0.1	1208655.0	0.0001767717	0.1
1286993.0	0.0899378	0.1	1286993.0	0.1856017	0.1	1286993.0	0.2692504	0.1	1286993.0	0.0001790303	0.1
1365331.0	0.07985067	0.1	1365331.0	0.1876589	0.1	1365331.0	0.2722348	0.1	1365331.0	0.0001810147	0.1
1443669.0	0.07096855	0.1	1443669.0	0.1894703	0.1	1443669.0	0.2748626	0.1	1443669.0	0.000182762	0.1
1522007.0	0.06313218	0.1	1522007.0	0.1910685	0.1	1522007.0	0.2771811	0.1	1522007.0	0.0001843036	0.1
1600345.0	0.05620652	0.1	1600345.0	0.192481	0.1	1600345.0	0.2792301	0.1	1600345.0	0.000185666	0.1
1678683.0	0.0500764	0.1	1678683.0	0.1937312	0.1	1678683.0	0.2810438	0.1	1678683.0	0.000186872	0.1
1772703.0	0.04363141	0.1	1772703.0	0.1950456	0.1	1772703.0	0.2829506	0.1	1772703.0	0.0001881398	0.1
1866724.0	0.03804597	0.1	1866724.0	0.1961847	0.1	1866724.0	0.2846031	0.1	1866724.0	0.0001892386	0.1
1960745.0	0.03319828	0.1	1960745.0	0.1971734	0.1	1960745.0	0.2860373	0.1	1960745.0	0.0001901923	0.1
2054766.0	0.02898552	0.1	2054766.0	0.1980325	0.1	2054766.0	0.2872837	0.1	2054766.0	0.000191021	0.1
2148787.0	0.02532045	0.1	2148787.0	0.19878	0.1	2148787.0	0.288368	0.1	2148787.0	0.000191742	0.1
2242807.0	0.02212877	0.1	2242807.0	0.1994309	0.1	2242807.0	0.2893123	0.1	2242807.0	0.0001923699	0.1
2336828.0	0.019347	0.1	2336828.0	0.1999982	0.1	2336828.0	0.2901353	0.1	2336828.0	0.0001929171	0.1
2430849.0	0.01692071	0.1	2430849.0	0.2004931	0.1	2430849.0	0.2908532	0.1	2430849.0	0.0001933945	0.1
2524870.0	0.01480312	0.1	2524870.0	0.2009249	0.1	2524870.0	0.2914797	0.1	2524870.0	0.000193811	0.1
2618890.0	0.01295392	0.1	2618890.0	0.2013021	0.1	2618890.0	0.2920268	0.1	2618890.0	0.0001941748	0.1
2712911.0	0.0113383	0.1	2712911.0	0.2016316	0.1	2712911.0	0.2925048	0.1	2712911.0	0.0001944926	0.1
