Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
3245166.0	0.9851123	0.1	3245166.0	0.002886681	0.1	3245166.0	0.004556672	0.1	3245166.0	4.751443e-07	0.1
6107076.0	0.9722564	0.1	6107076.0	0.005379409	0.1	6107076.0	0.00849148	0.1	6107076.0	8.854441e-07	0.1
11013210.0	0.950793	0.1	11013210.0	0.009541129	0.1	11013210.0	0.01506082	0.1	11013210.0	1.570458e-06	0.1
19190090.0	0.916554	0.1	19190090.0	0.01617998	0.1	19190090.0	0.02554035	0.1	19190090.0	2.663205e-06	0.1
35543860.0	0.8533197	0.1	35543860.0	0.02844096	0.1	35543860.0	0.04489448	0.1	35543860.0	4.681346e-06	0.1
57377930.0	0.7783725	0.1	57377930.0	0.04297305	0.1	57377930.0	0.0678336	0.1	57377930.0	7.07331e-06	0.1
85642060.0	0.6946612	0.1	85642060.0	0.05920449	0.1	85642060.0	0.09345517	0.1	85642060.0	9.744984e-06	0.1
125012200.0	0.5977852	0.1	125012200.0	0.07798853	0.1	125012200.0	0.123106	0.1	125012200.0	1.283681e-05	0.1
164382400.0	0.5185533	0.1	164382400.0	0.0933514	0.1	164382400.0	0.1473566	0.1	164382400.0	1.536552e-05	0.1
205380200.0	0.4503244	0.1	205380200.0	0.1065808	0.1	205380200.0	0.1682394	0.1	205380200.0	1.754307e-05	0.1
252887900.0	0.3852307	0.1	252887900.0	0.1192024	0.1	252887900.0	0.1881627	0.1	252887900.0	1.962056e-05	0.1
300395700.0	0.3316981	0.1	300395700.0	0.1295822	0.1	300395700.0	0.2045474	0.1	300395700.0	2.132907e-05	0.1
347903500.0	0.2871466	0.1	347903500.0	0.1382206	0.1	347903500.0	0.2181833	0.1	347903500.0	2.275094e-05	0.1
395411200.0	0.2497009	0.1	395411200.0	0.1454813	0.1	395411200.0	0.2296443	0.1	395411200.0	2.394603e-05	0.1
442919000.0	0.2179653	0.1	442919000.0	0.1516347	0.1	442919000.0	0.2393577	0.1	442919000.0	2.495888e-05	0.1
490426800.0	0.1908792	0.1	490426800.0	0.1568867	0.1	490426800.0	0.2476479	0.1	490426800.0	2.582334e-05	0.1
537934500.0	0.1676223	0.1	537934500.0	0.1613961	0.1	537934500.0	0.2547662	0.1	537934500.0	2.65656e-05	0.1
585442300.0	0.1475501	0.1	585442300.0	0.1652881	0.1	585442300.0	0.2609097	0.1	585442300.0	2.720621e-05	0.1
632950100.0	0.1301494	0.1	632950100.0	0.168662	0.1	632950100.0	0.2662355	0.1	632950100.0	2.776156e-05	0.1
680457800.0	0.1150064	0.1	680457800.0	0.1715982	0.1	680457800.0	0.2708703	0.1	680457800.0	2.824485e-05	0.1
727965600.0	0.101784	0.1	727965600.0	0.174162	0.1	727965600.0	0.2749173	0.1	727965600.0	2.866685e-05	0.1
775473400.0	0.09020478	0.1	775473400.0	0.1764072	0.1	775473400.0	0.2784614	0.1	775473400.0	2.90364e-05	0.1
822981200.0	0.08003854	0.1	822981200.0	0.1783784	0.1	822981200.0	0.281573	0.1	822981200.0	2.936086e-05	0.1
870488900.0	0.07109277	0.1	870488900.0	0.180113	0.1	870488900.0	0.284311	0.1	870488900.0	2.964637e-05	0.1
917996700.0	0.06320536	0.1	917996700.0	0.1816423	0.1	917996700.0	0.2867251	0.1	917996700.0	2.989809e-05	0.1
965504500.0	0.05623897	0.1	965504500.0	0.1829931	0.1	965504500.0	0.2888573	0.1	965504500.0	3.012043e-05	0.1
1013012000.0	0.05007657	0.1	1013012000.0	0.184188	0.1	1013012000.0	0.2907434	0.1	1013012000.0	3.03171e-05	0.1
1060520000.0	0.04461794	0.1	1060520000.0	0.1852464	0.1	1060520000.0	0.2924142	0.1	1060520000.0	3.049132e-05	0.1
1108028000.0	0.03977687	0.1	1108028000.0	0.1861851	0.1	1108028000.0	0.2938959	0.1	1108028000.0	3.064582e-05	0.1
1163154000.0	0.03483574	0.1	1163154000.0	0.1871431	0.1	1163154000.0	0.2954082	0.1	1163154000.0	3.080352e-05	0.1
1220185000.0	0.03038776	0.1	1220185000.0	0.1880056	0.1	1220185000.0	0.2967696	0.1	1220185000.0	3.094548e-05	0.1
1277216000.0	0.02652227	0.1	1277216000.0	0.1887551	0.1	1277216000.0	0.2979527	0.1	1277216000.0	3.106885e-05	0.1
1334247000.0	0.02315954	0.1	1334247000.0	0.1894071	0.1	1334247000.0	0.2989819	0.1	1334247000.0	3.117617e-05	0.1
1391278000.0	0.02023157	0.1	1391278000.0	0.1899748	0.1	1391278000.0	0.2998781	0.1	1391278000.0	3.126962e-05	0.1
1448309000.0	0.01768017	0.1	1448309000.0	0.1904696	0.1	1448309000.0	0.300659	0.1	1448309000.0	3.135105e-05	0.1
1505340000.0	0.0154554	0.1	1505340000.0	0.1909009	0.1	1505340000.0	0.3013399	0.1	1505340000.0	3.142205e-05	0.1
1562371000.0	0.01351431	0.1	1562371000.0	0.1912773	0.1	1562371000.0	0.3019341	0.1	1562371000.0	3.1484e-05	0.1
1619402000.0	0.01181983	0.1	1619402000.0	0.1916059	0.1	1619402000.0	0.3024527	0.1	1619402000.0	3.153808e-05	0.1
1676433000.0	0.01033999	0.1	1676433000.0	0.1918928	0.1	1676433000.0	0.3029056	0.1	1676433000.0	3.158531e-05	0.1
